,0
8123,0
7841,9
8246,0
350,7
406,7
5213,5
1308,1
5870,7
598,2
7936,6
2626,8
4986,5
6908,4
1113,7
4337,7
2792,0
5892,5
7088,5
3619,6
2184,5
6586,9
2586,6
5828,8
5664,7
4855,2
2387,5
601,3
7428,2
261,5
5181,5
3124,0
7038,9
647,5
8456,8
829,3
7569,3
549,4
7478,9
6380,8
2201,9
8703,4
543,4
3051,9
3992,7
7229,3
56,2
308,7
4061,5
5647,7
5611,8
6489,5
6714,2
4027,7
965,7
6806,0
8676,9
2762,8
1654,2
3831,7
6971,0
1696,5
2250,2
8631,7
2790,0
6169,4
7267,8
7047,9
6644,5
1519,6
2347,5
3321,9
2859,4
7153,7
769,9
5473,2
7485,3
4334,7
2477,8
2313,3
1493,6
4507,0
8132,9
5551,5
1306,7
6791,4
513,8
4120,2
4611,5
4083,0
1845,0
3662,2
2615,2
7486,3
7690,1
361,7
4955,9
6706,2
1380,6
7909,4
6916,4
3294,4
6447,9
7451,3
5262,3
431,8
98,9
2622,8
7851,4
2000,0
2176,5
5012,0
7479,2
8194,3
1901,0
3507,3
8346,4
1349,0
2572,6
4952,9
2028,8
8394,8
7195,3
6354,9
267,2
6405,7
5650,7
5861,4
8025,9
3900,0
6921,4
3869,0
6323,5
4160,1
8133,9
2826,2
365,7
1096,7
4223,4
2470,8
8050,3
1003,9
8410,5
334,7
76,0
7776,3
3672,5
5777,8
172,7
7964,3
2337,3
3100,7
7002,9
6089,7
6465,8
3819,7
2508,8
4082,0
3449,9
6762,3
3857,0
7488,3
5312,7
4517,9
7463,4
7261,9
217,5
7361,2
8148,0
7429,2
388,7
8391,8
5075,3
59,2
1656,9
8023,9
7855,4
3784,5
3514,9
1920,0
4348,7
2088,9
5788,8
809,9
6240,9
442,3
7040,9
6939,2
6516,4
6873,0
1100,7
1970,4
3851,5
3224,4
4906,2
660,8
3968,0
8591,9
1978,4
4873,2
1323,9
1894,0
7536,1
5829,8
3218,4
8714,2
1423,6
6705,3
5084,3
4172,4
8609,2
5638,8
6448,9
8572,9
740,5
6993,2
8657,7
88,0
223,5
6144,1
1412,8
5796,8
523,8
6863,0
49,0
6261,4
5027,2
6414,8
2080,9
5760,8
4642,7
5503,2
1126,7
1162,4
8705,4
8126,0
2229,9
7449,1
400,7
2047,6
5853,4
6526,4
3770,5
3455,9
1460,6
4411,4
7635,0
6147,3
6973,3
286,4
1715,5
4827,3
7242,3
3419,4
8450,8
5299,8
6734,2
2591,6
8535,5
6617,6
6392,9
6396,3
294,4
6629,4
116,8
2662,8
5242,9
8730,1
6695,3
1238,2
7497,1
6207,8
1937,0
3262,0
8480,5
1250,4
3327,5
717,5
5437,2
6109,7
3606,6
4329,7
3535,9
2925,7
6626,4
6378,8
6631,4
2433,6
7547,1
2348,5
2972,6
3238,0
8001,4
2003,0
7541,1
6047,7
8501,5
246,5
8207,2
2096,3
5801,8
6717,2
4275,4
5140,1
6282,5
7473,9
8068,4
5131,3
4879,5
3765,3
4439,2
7156,7
989,0
4735,0
5961,1
5517,3
3437,2
1011,2
4045,2
3069,2
4335,7
289,4
7775,3
1064,8
913,4
7407,4
6942,4
7869,8
3004,6
5656,7
8017,7
6077,3
4216,4
489,5
2110,6
2982,6
1432,6
977,0
607,7
7494,1
4407,4
3227,0
7125,7
976,0
2874,3
751,5
3952,0
6935,2
8237,1
3401,4
3707,1
5595,8
6071,3
547,4
3738,3
2101,4
4357,7
341,7
701,5
6228,3
6624,4
2901,7
2770,8
5980,4
5224,5
2819,2
742,5
5934,3
2238,2
5874,7
5468,4
564,9
3047,9
7528,1
7760,0
292,4
5314,7
1275,7
2513,8
183,7
1507,2
6584,9
2128,0
1396,0
3925,0
3496,9
5974,4
4366,7
7526,1
2809,2
980,0
1576,2
5035,2
1883,0
1215,3
2247,2
2207,9
3096,7
3260,0
6187,9
5619,8
2450,6
3713,1
327,7
3598,6
3249,0
7975,9
6897,4
8031,9
257,4
4073,0
7114,7
2451,8
1809,6
5994,3
5708,4
7216,3
382,7
8273,2
7664,1
5648,7
3630,2
1942,0
4852,2
6535,4
1012,2
5691,7
1998,0
5998,0
3686,5
1048,8
4494,0
6469,8
2049,6
4403,9
3930,0
1364,2
2217,9
6450,9
8555,4
4361,7
1941,0
2983,6
3119,9
8203,3
3019,8
5306,7
5343,7
6289,5
8658,7
7876,0
7356,3
3984,3
5701,7
5064,3
206,4
5362,7
5049,2
5963,1
1769,3
5065,3
8154,2
409,7
331,7
964,7
5613,8
5942,9
468,5
4181,3
6691,9
7556,1
1786,6
7914,4
3430,1
8309,0
3525,9
1500,2
8666,9
2952,7
5982,4
6365,9
6332,5
3308,4
1851,0
5781,8
6273,3
2681,8
5096,6
3208,5
7921,4
2680,8
1807,6
1202,3
5150,1
7399,4
8368,1
2499,8
6958,2
7435,8
2559,3
4527,9
5710,3
443,2
347,7
7919,4
6042,7
3835,7
85,0
726,5
2407,8
6210,3
8432,9
8254,5
4243,4
6788,4
8525,8
1744,5
3883,0
179,7
2302,3
6730,2
2152,5
8257,2
5187,5
1694,5
1706,5
5141,1
4754,0
1327,0
1542,4
2362,4
5321,7
5610,8
6829,4
3270,4
6429,4
4845,2
3501,9
6737,1
6280,4
1700,5
1735,5
764,3
1831,5
1968,4
6787,4
2912,7
4088,0
563,9
7329,4
3240,0
5285,9
2130,0
1283,7
712,5
6108,7
8623,9
7521,1
1653,2
637,5
2019,7
1132,7
301,4
4889,2
3358,2
6432,3
8674,9
6270,3
3688,5
415,7
5714,3
5592,8
4373,7
3386,7
2906,7
8374,5
6754,3
3824,7
5704,7
3747,1
5484,3
7393,4
5580,9
3016,3
5790,8
550,4
2616,2
6735,2
2437,3
5490,2
2769,8
8217,9
7149,7
8339,2
7893,0
2793,0
3872,0
4036,3
2759,8
542,4
4149,2
74,0
4485,0
358,7
1839,4
6498,2
5287,8
1595,9
5467,4
583,3
6246,2
4429,2
3067,2
8290,2
2884,0
7727,8
7495,1
1648,2
6490,5
1167,4
3660,2
2602,6
5813,8
6622,4
1971,4
3700,1
1658,9
5798,8
1111,7
4595,9
7101,5
2865,4
814,3
8236,1
2562,8
7890,0
2278,2
7667,1
7534,1
5786,8
6770,8
3026,2
838,3
1232,2
1040,8
4391,7
3265,0
1246,4
5535,3
2543,2
6684,3
2697,8
6309,5
6744,0
7390,8
2163,5
4052,2
6018,7
2611,3
4936,9
1681,5
3448,9
5860,4
3074,7
1673,9
1710,5
1084,3
2058,6
1394,0
210,4
5845,8
3693,5
4237,4
3969,2
4811,2
4645,8
4386,7
7364,2
6171,4
50,0
3000,6
3767,5
8102,0
1713,3
6951,4
5207,5
7743,9
7102,5
4930,9
4177,4
7106,7
335,7
6752,0
1057,8
8090,5
7075,5
8463,8
3468,7
2244,9
7283,4
6227,3
1368,8
3157,4
6654,3
2718,8
1637,3
2968,2
4649,2
2726,8
8727,1
252,5
2078,9
3360,2
5849,8
8551,3
2027,8
2378,5
5747,1
6640,5
3913,0
7078,5
1898,0
6910,4
7315,1
2512,8
392,7
3565,3
8109,0
4552,4
2904,7
6784,2
75,0
3593,6
8157,2
4838,3
230,5
5074,6
7100,5
2482,8
4046,2
1954,9
7310,7
3506,9
5957,1
818,3
8199,3
2011,7
109,3
7650,0
2856,4
154,5
2447,3
3042,9
7543,1
1147,3
1914,0
4428,2
1161,4
5414,0
2780,8
7511,1
3099,7
5396,0
6305,5
317,7
1209,1
5239,9
426,8
7164,7
452,9
5544,5
2427,6
1370,8
2871,9
2888,0
3182,5
3882,0
1573,2
5048,2
306,4
8150,0
8615,7
1062,8
852,8
6506,6
7779,0
5033,2
3154,4
7522,1
5981,4
6091,9
4174,4
1207,1
7108,7
0,3
7238,3
2382,5
7686,1
816,3
4360,7
6366,9
2791,0
6868,0
7231,3
6655,3
720,5
4957,9
6436,9
5462,4
7433,8
4057,5
2652,8
2381,5
8692,4
559,3
2720,8
5257,3
3494,7
4617,2
1353,2
1640,1
3111,8
7657,7
2926,7
7601,1
1915,0
4472,8
3786,5
1872,0
819,3
305,4
1875,0
4224,4
7946,6
6174,4
6855,0
6232,6
8118,0
5302,8
2653,8
310,7
1568,9
2327,5
1790,9
6281,5
6456,3
3591,7
7580,3
1211,1
1638,1
8584,9
3075,7
7090,5
123,5
4878,2
6481,9
2709,8
4793,0
810,9
3402,4
5196,5
8252,0
2700,8
5599,8
7304,7
8180,2
3138,2
8358,9
7658,7
3673,5
5232,5
7875,0
4792,0
2205,9
5878,3
1981,9
218,5
4691,7
4981,5
5161,3
3800,7
2527,8
3945,0
8371,5
4029,7
3139,2
3246,0
240,5
2113,2
4113,2
918,4
1229,2
4694,7
2464,8
8353,3
7194,4
2598,6
1580,2
3352,2
403,7
8620,9
8562,9
2367,3
5160,3
1985,0
1958,7
433,8
323,7
4548,4
4025,7
7963,3
1984,0
5736,5
7342,3
7363,2
138,5
135,5
5332,7
2802,2
2834,3
2187,5
6580,2
8511,8
4929,9
467,5
8158,2
65,3
805,9
7128,7
3947,0
4680,7
213,4
2526,8
5422,0
7997,4
1574,2
4183,9
7289,4
3378,7
6476,1
364,7
605,3
4774,0
3683,5
3718,2
34,0
7109,7
170,8
7202,0
2491,8
2878,3
2053,6
7412,4
8319,3
4963,5
3181,5
3612,6
4627,1
5810,8
8107,0
3145,3
1233,2
7823,8
6994,2
5399,0
6869,0
8531,5
8534,5
2386,5
1828,5
8447,8
127,5
475,5
6142,1
4831,9
6136,2
1107,7
797,9
836,3
5898,5
6989,2
2177,5
4127,9
235,5
425,8
6995,2
3574,3
7612,3
7833,8
5347,7
3098,7
2801,2
3873,0
651,8
3286,4
1411,8
3733,5
6385,8
2411,7
6317,5
6494,1
479,5
2366,4
4894,2
5078,3
5683,7
7674,1
3381,7
4895,2
6546,2
3595,6
2569,8
6914,4
4033,3
5003,0
845,3
1757,4
4161,1
1199,3
3230,0
6641,5
2169,2
5899,1
3731,3
3617,6
5575,9
3329,5
6293,5
1191,5
6313,5
1293,7
3756,2
5513,2
63,2
6415,8
2279,2
1537,3
1219,4
2497,8
585,3
2967,2
803,9
3805,7
3420,3
1018,5
4881,5
5184,5
4115,2
5192,5
7733,8
2478,8
7988,4
4495,0
1338,0
7748,0
2623,8
6575,2
8505,5
6073,3
3461,1
516,8
1149,3
273,2
5999,0
1249,4
1674,5
5180,3
40,0
1896,0
52,0
4340,7
3956,0
2777,8
2172,2
297,4
5066,3
3248,0
665,8
6452,9
619,9
1311,1
7538,1
1094,7
5101,6
5607,8
6876,0
1351,2
3933,0
6023,7
6587,9
3729,3
7712,8
3820,7
2103,4
5762,8
6470,8
4154,1
7982,3
2014,7
7593,1
3601,6
4399,9
5537,5
8706,4
8731,1
5612,8
4448,3
876,3
6704,3
1667,9
4822,2
3665,2
5594,8
1814,6
3427,2
6772,8
357,7
2224,9
716,5
7344,3
2405,8
3526,9
4381,7
3942,0
8260,2
8460,8
6590,3
6418,8
2283,2
2226,9
2083,9
8403,3
1586,9
3983,3
857,8
4226,4
7723,8
372,7
3198,3
329,7
5507,2
3580,2
6856,0
6032,7
662,8
3637,2
6556,3
3972,2
4614,2
8377,7
1284,7
6523,4
2239,9
4165,4
1371,8
2435,3
7607,3
3703,1
4828,3
4975,5
5470,2
7317,2
6402,3
2030,8
7746,3
5993,3
4688,7
6399,3
6567,3
4545,0
1558,2
4817,2
3589,7
2410,8
6129,7
7051,9
7503,1
7582,3
1518,6
2723,8
5479,2
2839,2
299,4
1389,0
7373,6
8489,5
5005,0
6564,3
6412,8
2196,9
3066,2
1833,5
6131,7
237,5
3730,3
6566,3
2523,8
4047,2
7546,1
3521,9
6191,9
2503,8
4166,4
291,4
24,0
1995,0
5155,4
6262,4
5953,1
898,8
1780,2
4065,5
4124,9
3333,5
2374,5
4030,7
7461,4
1794,9
4297,3
6134,7
2448,6
545,4
6288,5
7131,7
3553,2
3754,2
6125,3
8137,9
6376,8
8239,0
6879,8
6723,9
6926,4
4926,9
5081,3
4667,7
574,2
6484,5
2124,5
4374,7
7861,4
2701,8
250,5
6291,5
6712,2
7012,2
5644,7
5984,4
7223,9
71,0
144,5
2324,5
6528,4
5152,1
99,9
5776,8
4103,0
2984,6
8270,9
1623,4
7644,0
3570,3
208,4
4060,5
7,2
5154,4
8165,5
1097,7
6650,5
5531,8
1745,5
7290,4
5794,8
4956,9
7271,8
1205,1
8558,4
4099,0
914,4
110,3
7298,8
6202,8
935,3
1818,6
4011,7
4533,1
5115,6
6422,8
1630,2
6561,3
1145,3
2136,0
554,9
2778,8
3503,9
5629,8
4708,0
7322,2
6882,8
2051,6
1512,2
824,2
3487,7
1346,0
2255,9
2607,6
2288,2
5020,2
2062,6
1592,9
4597,9
1709,5
4040,2
1563,2
2351,4
2534,8
849,8
2454,8
7404,4
1683,5
1468,6
2471,8
5739,1
5061,2
2041,6
490,5
6234,9
6750,0
8360,9
5973,4
4301,4
5394,0
3302,4
6675,4
664,8
1130,7
4555,3
582,9
1620,4
2746,8
6082,7
79,0
207,4
6105,7
391,7
2728,8
1682,5
2237,2
5950,1
2803,2
8216,3
5413,0
8354,3
3888,0
8680,9
8244,0
8071,4
5684,7
840,3
8538,1
3127,0
5956,1
8406,5
7308,7
4412,4
4737,0
2843,2
5811,8
3037,3
4311,4
5516,2
3364,2
6123,3
8392,8
1063,8
3153,4
498,1
7572,3
4757,0
5325,7
3298,4
1285,7
7980,3
5512,2
6707,2
798,9
4129,3
844,3
609,7
7401,4
245,5
691,5
3597,6
6859,0
7450,1
3250,0
654,8
5830,8
2665,8
2731,8
6527,4
8333,8
5307,7
7409,4
4257,4
5668,7
5336,7
5356,7
4443,1
763,3
7035,2
4346,7
5216,5
8386,7
3284,4
3850,5
986,0
6557,3
6278,4
2710,8
4762,0
1711,5
2167,0
2449,6
8687,4
6118,3
848,3
2876,3
5095,3
5749,1
4241,4
737,5
6284,5
3480,7
3827,7
1193,5
3694,5
3011,1
7506,1
8235,9
3651,2
126,5
1137,3
1190,5
7821,8
3274,4
3180,5
4529,1
4179,3
1148,3
6530,4
2580,2
7346,3
722,5
1043,8
7954,2
632,5
4601,5
1359,2
2303,3
890,4
3105,2
3844,5
4363,7
5729,5
5119,6
5289,8
7687,1
5703,7
6377,8
136,5
5581,9
4563,2
5177,3
4672,7
5687,7
917,4
4698,7
7471,3
4786,0
3719,2
2414,7
2887,0
45,0
2779,8
540,9
6874,0
8262,2
1655,2
4501,0
8171,4
4370,7
2707,8
8094,5
4962,5
2306,3
5735,5
6698,3
7395,4
7728,8
114,8
7990,4
6800,3
1340,0
679,3
5183,5
1817,6
7380,6
3170,7
7684,1
762,3
7702,9
3929,0
474,5
7542,1
6247,2
2320,5
2669,8
8142,3
1676,5
3368,2
2045,6
1289,9
7489,3
4170,4
8299,3
4969,4
5072,9
8721,9
771,9
5500,2
7535,1
7859,3
8275,2
4537,0
6237,9
1932,0
952,5
6987,3
7700,9
6149,4
786,9
2489,8
3582,2
3229,0
1753,4
6539,5
2493,8
953,5
2934,7
7351,5
2461,8
1098,7
1273,7
4532,1
5856,4
5322,7
4176,4
3923,0
322,7
282,4
4090,0
4944,3
2978,6
4678,7
5469,2
878,3
975,0
2093,9
8310,0
5415,0
469,5
4966,3
4661,7
2654,8
6612,5
6235,9
8292,2
7681,1
1880,0
2682,8
4902,2
3339,5
5964,1
5834,8
7240,3
6619,4
4950,9
1362,2
1530,9
3825,7
4151,1
6808,0
5170,5
1408,8
8272,3
8440,9
94,9
389,7
5269,3
2056,6
2072,9
5402,0
1230,2
2365,4
1435,6
3048,9
7244,9
4662,7
3684,5
8167,5
5327,7
1173,3
4222,4
6637,5
884,4
1433,6
2039,8
6645,5
7182,4
3594,6
3256,0
3484,7
733,5
4362,7
3764,3
4438,2
7422,4
6395,3
1967,7
4965,3
2716,8
4973,5
1212,3
8379,7
1596,9
1470,6
4260,4
4883,3
1724,5
130,5
3540,9
8603,2
4613,2
60,2
2490,8
8099,5
3921,0
4156,1
6620,4
4700,7
7581,3
153,5
2648,8
47,0
1593,9
1752,4
8478,5
580,9
995,3
1610,4
6811,0
342,7
928,5
3034,3
4162,4
3644,3
4037,2
1088,3
5083,3
3957,0
2473,8
6403,3
685,5
4137,4
7771,0
5329,7
6878,8
1686,5
1049,8
7786,0
1144,9
1236,2
5244,0
5379,5
1782,6
5770,8
2738,8
2341,1
1632,2
5941,9
5923,2
1373,2
2832,3
925,5
8087,5
4368,7
7284,4
7848,9
189,7
3300,4
6685,3
3971,2
1557,2
7307,7
4606,5
4884,3
7166,7
2564,8
3755,2
6532,4
2781,8
3875,0
6827,4
4388,7
6037,7
7016,2
4347,7
6233,9
4213,4
3365,2
58,2
4353,7
5309,7
4416,3
7754,0
139,5
8303,0
6851,3
3188,5
4305,4
1602,9
5116,6
1953,9
7365,3
4272,4
1401,0
6817,0
1348,0
6961,2
256,5
3566,3
8174,3
5218,5
3338,5
3223,4
6443,9
6024,7
5358,7
8083,5
8038,4
745,5
5962,1
4032,1
8459,8
4586,2
6201,8
6478,9
113,3
1186,5
238,5
4624,1
5223,5
8399,3
6708,2
7992,4
2862,4
2816,2
1730,5
8363,9
6397,3
3783,5
5946,9
8320,3
3742,3
2920,7
7999,4
6434,4
336,7
5428,2
4445,1
7043,9
3199,5
7176,4
7794,0
6040,7
4609,5
2587,6
2618,2
8651,9
2850,4
6344,5
1524,9
5439,3
4263,4
4484,0
6857,0
2195,5
163,8
5211,5
820,3
2866,4
6769,8
2787,0
3185,5
2325,5
6838,4
1996,0
8356,9
3564,3
6565,3
4695,7
6992,2
966,0
7632,0
377,7
6038,7
5720,5
7181,4
7906,4
3878,0
6197,3
7118,7
7147,7
5067,3
1265,9
8697,4
3446,9
5563,5
2660,8
6701,3
5037,2
440,3
4201,4
8641,9
6673,4
2976,6
8067,4
3475,7
4044,2
3052,1
3003,6
2542,3
1739,5
7006,9
5195,5
5985,4
3429,2
6076,3
7940,6
8715,2
4982,5
8209,2
7948,2
5391,0
3615,6
1990,0
5056,2
4322,7
1366,8
7931,4
3102,2
924,5
5073,9
2434,6
1626,4
1036,8
1690,5
3191,3
5294,8
4826,3
7938,6
4780,0
1822,6
1722,5
1510,2
345,7
6341,5
5911,9
3147,4
2655,8
1650,2
3953,0
6669,3
4655,2
4200,4
5271,9
2235,2
1789,9
7277,2
6871,0
465,5
4992,0
936,3
5228,5
1989,0
8652,9
1589,4
7654,7
2068,5
1893,0
214,4
4067,5
6853,3
4020,7
5217,5
3919,0
4004,7
6000,0
4338,7
6574,2
885,4
2488,8
6790,4
7190,4
3325,9
1042,8
8390,8
8565,9
4093,0
2157,5
3640,3
8683,4
17,3
4639,4
4159,1
6553,0
4506,0
4455,2
7659,7
7482,2
4730,0
7602,1
7481,2
3858,0
846,3
3059,8
1014,2
5571,9
7864,4
2763,8
3178,4
5006,0
6541,5
6892,3
7790,0
6513,4
6141,2
7589,1
7554,1
7060,9
7419,4
6269,3
7394,4
3434,2
756,9
3528,9
2256,9
8070,4
4107,2
3815,7
8686,4
8612,7
7737,8
3194,3
4652,2
3761,2
7254,9
6119,3
7333,4
1290,9
8586,9
3316,9
5643,5
3812,7
6956,4
7313,3
1487,6
6242,9
4523,9
4640,7
3556,9
7318,2
3940,0
5590,8
4384,7
2397,8
7414,4
4836,9
3187,5
2830,3
883,4
8129,3
4454,1
1761,4
381,7
178,7
2423,6
1788,1
6630,4
7849,9
3777,5
626,6
1796,9
4244,4
3504,9
569,2
1384,0
1201,3
6621,4
7031,2
5464,4
5156,3
3607,6
6896,4
1294,7
6656,3
3710,1
4296,3
6170,4
4468,8
1721,5
5624,8
1506,2
4819,2
8671,9
1235,2
6182,6
4328,7
8606,2
6702,3
4531,1
8604,2
2151,5
6781,2
4604,5
3226,4
5675,7
1601,3
8286,4
1904,0
8076,4
5842,8
1008,2
7255,9
8367,1
1911,0
6065,2
842,3
4048,2
5591,8
7145,7
3366,2
1727,5
6427,4
6334,5
8491,5
5246,0
4987,5
5879,3
7773,3
6983,4
8688,4
1502,2
544,4
988,0
5677,7
8625,7
905,8
1231,2
1237,2
3578,2
6311,5
4158,1
5185,5
1951,9
5334,7
2137,0
2063,6
7994,4
6638,5
8268,9
8637,9
3106,2
5448,4
8224,9
3743,3
2942,7
617,9
6337,5
7328,9
8211,2
1642,1
6931,3
1441,6
7278,2
2817,2
3518,9
6608,4
1182,9
1288,9
1127,7
6722,9
215,4
2554,2
579,9
5114,6
7830,8
2161,5
4492,0
2102,4
3128,0
5055,2
4933,9
3038,3
2254,9
5497,2
5914,9
912,4
7150,7
2917,7
6512,6
2273,2
3861,0
4560,2
2165,0
25,0
3642,3
4465,3
3659,2
3961,0
5165,6
2989,6
8728,1
4510,9
1749,4
7937,6
8599,2
3516,9
4324,7
1562,2
2886,0
3474,7
891,4
5449,4
5283,9
3849,5
6537,4
1071,8
4664,7
7265,9
3522,9
8085,5
1398,0
6021,7
6907,4
8560,4
3545,9
2286,2
3174,4
8726,1
293,4
5210,5
981,0
7783,0
2737,8
2240,9
2291,2
8115,0
6651,5
5038,2
4756,0
1861,0
4187,9
7672,1
5792,8
3809,7
7417,4
7160,7
6824,0
2067,5
2299,3
8075,4
6569,2
4674,7
7655,7
5940,9
1434,6
2132,0
5533,3
320,7
1156,4
8293,2
1616,4
2864,4
5441,3
6239,9
8016,7
6946,4
3627,2
1188,5
205,4
7926,4
6900,4
6219,9
2517,8
4473,3
4841,3
985,0
89,0
4101,0
5969,4
8214,3
346,7
3870,0
4857,2
5915,9
7266,9
5082,3
5654,7
4228,4
7716,8
2186,5
6981,4
5655,7
872,9
3986,3
7562,1
4451,3
705,5
6336,5
4829,3
4095,0
7343,3
5717,6
8561,9
6375,8
7146,7
7138,7
7597,1
2370,3
739,5
3115,8
6605,4
6464,1
8140,3
2800,2
7010,0
8571,9
3581,2
5862,4
7024,3
1000,6
4205,4
2854,4
3423,2
1379,2
146,5
7856,4
2905,7
3255,0
6521,4
4018,7
3994,7
1848,0
8238,1
2570,8
4882,5
7379,6
4286,1
1418,8
4772,0
7323,9
2259,9
408,7
919,1
1184,5
7036,9
5562,5
6531,4
939,0
5628,8
5938,3
4114,2
6079,3
2401,8
7159,7
3441,9
3520,9
695,5
6423,8
7550,1
1076,9
3752,5
586,3
1993,0
8069,4
1347,0
623,3
4287,1
4534,1
634,5
3758,2
2897,0
1913,0
4727,3
6243,9
1762,4
7013,2
4509,0
1234,2
3695,5
8605,2
3623,2
2131,0
2421,7
2492,8
2228,9
6431,4
7872,8
5222,5
4569,5
8370,5
8580,9
7561,1
860,8
7759,0
7843,9
3175,4
2181,5
6027,7
290,4
298,4
2955,7
2129,0
5389,0
64,3
4135,4
2766,8
7227,3
1486,6
3134,0
6805,0
124,5
7247,9
1615,4
6012,7
8581,9
7744,9
366,7
7493,1
7751,0
2604,6
7814,8
390,7
450,2
6614,3
3908,0
4598,5
1254,4
3084,7
4094,0
2815,2
284,4
8665,9
3958,0
6771,8
4943,3
7516,1
8119,0
6795,4
8324,3
2821,2
3993,7
3876,0
2060,6
7204,0
278,4
3312,4
1216,4
734,5
1728,5
2383,5
2956,7
7934,6
1119,7
5866,6
6820,0
4276,4
8576,8
5220,5
1121,7
4647,8
8369,5
4319,7
6846,9
1118,7
21,3
4423,9
8218,9
1124,7
4380,7
808,9
793,9
3482,7
6251,2
241,5
3497,9
1313,1
8582,9
3931,0
4720,9
55,3
3547,2
7976,9
1577,2
5390,0
899,8
752,5
6188,9
7170,8
2455,8
3510,9
1476,6
7120,7
7026,3
1513,4
3264,0
7802,0
4219,4
3645,3
8116,0
2253,2
6533,4
2384,5
6606,4
7618,1
1608,4
3647,2
6562,3
8314,3
3253,0
6801,3
7158,7
7505,1
5001,0
3032,2
5436,2
1261,3
8600,2
5584,3
648,5
1114,7
3793,5
6137,2
2893,0
5550,5
5411,0
4536,1
4913,9
6518,4
3071,2
2445,3
4248,4
7347,1
4692,7
687,5
3500,9
4671,7
1479,6
6870,0
1446,6
6862,0
6400,3
438,8
7052,9
7631,0
2625,8
1699,5
3616,6
8439,9
1093,7
6367,9
5600,8
4668,7
4251,4
2002,0
3122,9
5872,7
7179,4
3656,3
1973,4
2957,7
2372,5
5036,2
888,4
1516,6
1868,0
761,3
8072,4
611,6
6453,3
1140,9
463,5
3058,8
7018,2
7352,5
8143,3
2170,2
6300,5
6785,4
199,4
3859,0
7340,4
8629,7
4150,2
3393,7
5854,4
7939,6
2026,8
4185,9
4853,2
8316,3
6760,7
1210,1
4856,2
8172,4
2708,8
7739,8
8713,2
2633,8
4014,7
8021,9
39,0
2282,2
6258,4
6601,4
8195,3
4764,0
566,9
1873,0
2369,3
1765,4
7192,4
1158,4
3467,7
3252,0
1360,2
1324,9
1697,5
339,7
5191,5
7050,9
6966,0
5215,5
673,5
6646,5
134,5
6511,6
7378,6
5622,8
4576,1
645,5
4068,5
7573,3
6944,4
6572,2
447,2
10,1
5424,2
1960,7
3137,2
5369,7
7599,1
3865,0
6583,9
384,7
1826,5
1453,6
6756,7
6933,2
5546,5
690,5
7474,9
2691,8
8416,8
887,4
5603,8
1583,9
7750,0
7124,7
6492,3
259,5
303,4
3382,7
7142,7
1760,4
4191,4
2140,9
6154,4
4766,0
7615,3
2929,7
4673,7
3692,5
4217,4
8518,8
4239,4
3753,5
7111,7
5548,5
5881,6
3799,7
4769,0
4854,2
3085,7
6757,7
5388,2
8197,3
1599,3
7360,2
5859,4
5288,8
5800,8
5324,7
8074,4
3696,5
6031,7
5976,4
7426,2
678,3
7208,0
5555,5
704,5
514,8
4230,4
718,5
8638,9
3995,7
782,9
502,5
982,0
7045,9
3677,5
6649,5
5930,3
48,0
3357,2
622,3
4623,1
5623,8
3132,0
4477,0
6126,3
8357,9
2285,2
7374,6
7527,1
5,2
6086,7
5851,8
6703,3
5763,8
5385,2
3143,3
6268,3
1531,9
6048,7
7085,5
5121,6
5780,8
8592,3
2643,8
3436,2
5409,0
8338,7
5024,2
5175,5
5521,3
2215,9
5230,5
5754,8
1274,7
3997,7
5502,2
2860,4
8179,2
7766,0
2467,8
892,4
5737,1
4946,3
8699,4
5772,8
3976,2
2191,5
3887,0
5440,3
5090,3
7523,1
2297,1
4422,9
5761,8
1482,6
7758,0
4908,2
6398,3
2442,3
3372,7
7518,1
7187,4
587,9
2585,6
2044,6
2004,0
7302,7
5371,7
3534,9
1628,5
4064,5
8343,2
6146,3
3655,3
8318,3
6463,1
7583,3
6615,3
4190,4
1505,2
3141,2
8479,5
6256,6
8585,9
8608,2
6581,2
4820,2
8454,8
3165,7
2307,3
7480,2
6497,2
5028,2
7762,0
6410,8
6667,3
3135,0
5433,2
1292,9
2629,8
4701,7
5405,0
2969,2
3841,7
903,8
14,3
6335,5
1810,6
4441,1
2786,8
1717,5
8219,9
8232,9
7183,4
8043,9
2183,5
5756,8
3974,2
4592,9
7732,8
2605,6
6742,0
4383,7
6087,7
1439,6
8317,3
1365,2
4003,7
8402,3
5815,8
5738,1
5240,9
7592,1
839,3
3007,1
5699,7
6821,0
2198,9
556,9
3866,0
8395,8
2394,8
6150,4
721,5
1957,3
2344,5
195,3
2628,8
1704,5
4684,7
5561,5
7765,0
1559,2
4430,2
628,5
6510,6
3871,0
4396,3
822,3
6623,4
8032,9
1866,0
8241,0
6162,4
166,8
4751,0
7295,4
5397,0
3780,5
6963,2
5499,2
7676,1
610,7
1522,6
380,7
2260,9
3661,2
197,4
2353,4
956,5
3299,4
4437,2
1947,4
1565,3
2133,0
1663,9
5997,0
2698,8
5986,4
7196,3
1444,6
5459,4
1545,4
593,2
2811,2
1870,0
916,4
2319,5
4078,0
4622,1
4110,2
5823,8
2907,7
3290,4
3457,9
2593,6
7185,4
8304,0
369,7
8642,8
2485,8
4643,7
2213,9
847,3
527,8
3650,2
2178,5
6488,5
3385,7
8381,7
